timestamp,in_rate,out_rate
1731898267,25.315868428862196,16.623405292671542
1731898268,13.844860288859923,8.198156318943994
1731898269,23.494436735675293,23.54694260406313
1731898270,23.36092312983432,9.955483286881398
1731898271,18.671149975940807,11.993638817453979
1731898272,26.856616498694684,15.802483189627416
1731898273,29.840806119709974,23.241451218916023
1731898274,17.6004838898274,21.249290484086742
1731898275,15.100252267903244,21.426472853476504
1731898276,10.241017655528065,9.619316878517733
1731898277,12.613851727045088,8.736695028279833
1731898278,24.085113501151234,18.730632206040262
1731898279,21.47241693037246,21.91326352436358
1731898280,13.076408849905931,10.238017579073313
1731898281,28.098062627027222,24.857819963889526
1731898282,22.43852995474999,21.928405527880905
1731898283,17.387076609757912,20.176389020735304
1731898284,28.00925035772606,23.754145272286465
1731898285,28.985073503922692,10.740923124968184
1731898286,10.942913241608663,22.221313886406787
1731898287,17.808272294073383,15.661360767205815
1731898288,10.623400846548044,16.381665813509183
1731898289,10.16854582201767,23.72297992906113
1731898290,18.8100954507361,20.219818667027774
1731898291,16.754905911724453,12.960171393644103
1731898292,29.153055654272496,21.696792824547984
1731898293,22.521846024579517,20.30668674326577
1731898294,28.325019696210745,16.000516608752974
1731898295,13.532204042324853,13.00886863145755
1731898296,23.5467572022219,11.605338440988962
1731898297,19.23764699298175,19.89174183266493
1731898298,17.419392642647555,20.23674636962211
1731898299,16.853414345243884,11.613288515735645
1731898300,12.185795850712331,24.18183385665201
1731898301,28.879943310984952,11.422052520004494
1731898302,12.764714777138755,12.434594869263567
1731898303,20.765118774754477,19.59493243249036
1731898304,27.78263817573046,20.699692768584647
1731898305,20.849913754853056,18.954440020949093
1731898306,27.294983755630504,22.31857442369587
1731898307,25.770738204532716,21.062728550401935
1731898308,24.247560477380585,18.309040269517446
1731898309,13.593615987826727,19.47431755549032
1731898310,10.503436630336218,12.38242982053876
1731898311,17.661346141407535,12.565496074919306
1731898312,22.10292805396633,24.39254263513642
1731898313,13.785161557820997,9.083339021126287
1731898314,28.97017227891503,20.495805690332443
1731898315,20.74986325808343,17.7890744143458
1731898316,15.276734409316406,8.296250461932654
1731898317,27.565812136747446,10.179226183610695
1731898318,25.724427904358716,16.322504317401684
1731898319,15.149697517653127,14.438908620807204
1731898320,12.292444521843189,22.54319230072562
1731898321,19.494134273342752,24.35015761582665
1731898322,22.315923391489356,15.170369105402028
1731898323,16.734994691307413,15.599393527263228
1731898324,20.290925471018717,18.694656102533276
1731898325,15.073638311416147,14.444560446099878
1731898326,11.29904167001298,22.032274740005576
1731898327,32.12036970815783,15.530241643165763
1731898328,22.837898103121987,7.220311745483634
1731898329,34.867637721486005,15.471446503275338
1731898330,27.477444470331864,15.2345962996446
1731898331,50.87361433055462,14.597191534837123
1731898332,28.174359295132522,6.3579324260961165
1731898333,53.11926042810369,10.45610266362954
1731898334,58.412087868757666,5.986953131910708
1731898335,34.647668460405406,14.626560498886667
1731898336,26.942316870132,10.263987950470792
1731898337,24.388535770255775,10.068158731109154
1731898338,21.28630838145306,8.15127798549238
1731898339,32.89618988038518,16.80477489607841
1731898340,57.89742721266975,16.130763104636817
1731898341,54.95408374420526,10.081423990089872
1731898342,59.00419519491026,12.254322637656612
1731898343,46.28141361847,15.507908145397879
1731898344,58.41816536184944,9.524849060851732
1731898345,59.84994821069212,15.189282729321025
1731898346,51.99872851467858,7.7620622099969285
1731898347,47.365567231062684,13.307170030526972
1731898348,24.941765217991335,14.164196808041469
1731898349,30.054440961311343,13.989456912654344
1731898350,35.06015573158248,16.6360445062965
1731898351,25.17015052575625,15.95306750074151
1731898352,53.26491137772507,9.127889147178342
1731898353,29.057785143335224,15.70160664037673
