timestamp,response_time
1731898267,80.69970572366618
1731898268,74.74487035850437
1731898269,81.51835835735886
1731898270,132.59143008846854
1731898271,102.32927873261465
1731898272,99.74938296820817
1731898273,68.83052957368187
1731898274,130.9236691991274
1731898275,106.7958318487928
1731898276,83.82373593231398
1731898277,70.97433038100948
1731898278,55.83683933924413
1731898279,57.843882920120315
1731898280,109.0873623030738
1731898281,85.5524494590195
1731898282,148.33225682543832
1731898283,57.356326079280095
1731898284,144.21414310795018
1731898285,52.45094300582552
1731898286,76.00052289934973
1731898287,53.25263472176631
1731898288,139.53755173727677
1731898289,93.8007086321326
1731898290,122.99029194191318
1731898291,142.4846542722032
1731898292,144.70547016644608
1731898293,141.84222325220162
1731898294,89.03025158917109
1731898295,148.07350137099306
1731898296,56.42911383531069
1731898297,72.35805820621746
1731898298,90.77918678710516
1731898299,61.959897226607794
1731898300,136.30409115054516
1731898301,69.96991711202722
1731898302,51.57184664661902
1731898303,91.01076792689014
1731898304,80.02719254187458
1731898305,69.14011165893223
1731898306,78.88312624310707
1731898307,60.90290392477104
1731898308,146.320803165442
1731898309,136.5141412169187
1731898310,120.94649786248254
1731898311,61.156629845460465
1731898312,105.43130294251822
1731898313,127.49372517633498
1731898314,87.76517876012494
1731898315,95.98695630909486
1731898316,130.55871438488572
1731898317,56.43831853013079
1731898318,131.22014819303945
1731898319,143.63710872191206
1731898320,131.86848985570816
1731898321,127.92589401871456
1731898322,67.70092292358528
1731898323,135.45556519475383
1731898324,62.46339103378493
1731898325,131.30146641686736
1731898326,126.6899549424591
1731898327,338.7012241110623
1731898328,366.70274668138126
1731898329,249.91770188364936
1731898330,234.31946313003976
1731898331,387.69249999585554
1731898332,154.64090539356351
1731898333,320.0659403860741
1731898334,296.90837248577884
1731898335,168.67953615359863
1731898336,221.11475168749018
1731898337,198.86819393040756
1731898338,322.81601704078986
1731898339,398.03437750796843
1731898340,319.25934070442054
1731898341,165.28417264565417
1731898342,322.6446000404259
1731898343,237.29213947720476
1731898344,430.56895985421136
1731898345,313.72852363276496
1731898346,163.8252687923079
1731898347,164.29676096974208
1731898348,159.69303304076269
1731898349,445.1391561717211
1731898350,164.87197934272407
1731898351,334.72056302464773
1731898352,161.52317380435522
1731898353,233.44705737738457
1731898354,221.12539889297406
1731898355,164.5112529937731
1731898356,330.1796764561042
1731898357,406.15329432743823
1731898358,137.59964356485406
1731898359,98.45386491255604
1731898360,129.93148511513294
1731898361,121.43675589783184
1731898362,110.9442270677587
1731898363,127.20278714974792
1731898364,136.97079232280396
1731898365,86.9940506256283
1731898366,126.30653413638578
1731898367,93.92261183618616
1731898368,64.52373888302526
1731898369,56.129279504750606
1731898370,98.75217520880453
1731898371,71.57382108291466
1731898372,64.18783609319819
1731898373,105.49823307222424
1731898374,67.4270838169557
1731898375,118.57872744844975
1731898376,122.99785120183135
1731898377,91.41749819589032
