timestamp,queue_length
1731898267,1.4881107204930997
1731898268,1.8121747125135559
1731898269,2.009644613786449
1731898270,1.2315428624092606
1731898271,3.985126810638417
1731898272,2.8489419669500986
1731898273,2.138739783367675
1731898274,2.0113356620959704
1731898275,4.778300831479296
1731898276,1.4326279343209585
1731898277,3.229019142808061
1731898278,4.9790951116072915
1731898279,3.35240907926534
1731898280,3.650269164793573
1731898281,3.311556125965696
1731898282,3.969099912186814
1731898283,3.0155856588703003
1731898284,3.372504923855738
1731898285,4.972472729974681
1731898286,2.4798602417905005
1731898287,4.847608460434702
1731898288,1.8274967912947657
1731898289,4.2735355827175585
1731898290,1.8184661159308106
1731898291,2.2745000489535863
1731898292,4.8940619368412115
1731898293,1.0772864924007228
1731898294,2.829662723417778
1731898295,1.0601614079797157
1731898296,1.5283909547619716
1731898297,3.749907837385153
1731898298,4.728830790216448
1731898299,1.4630581100838254
1731898300,3.563341442331805
1731898301,1.7662348760176791
1731898302,1.5221752272972053
1731898303,2.4742378665968436
1731898304,1.0226867498993113
1731898305,1.4078552698334255
1731898306,2.0066920800059664
1731898307,3.573471278363366
1731898308,3.643251982349042
1731898309,4.87157473868664
1731898310,1.0783732416753469
1731898311,1.0580531993302227
1731898312,3.0982605424281995
1731898313,4.037095766887155
1731898314,4.217227572612895
1731898315,1.9593479727626635
1731898316,3.0570466253154365
1731898317,3.5843478614648308
1731898318,4.516895941613836
1731898319,3.55038554896557
1731898320,1.082168442643059
1731898321,1.4982110134195907
1731898322,2.4255699484850735
1731898323,3.139810104573836
1731898324,3.5155801393890145
1731898325,3.6292348886888735
1731898326,1.342064838123489
1731898327,12.820280941379378
1731898328,6.942090116469785
1731898329,4.04836395480852
1731898330,13.39599857377889
1731898331,4.7392629504872925
1731898332,12.56929439299648
1731898333,16.504898801980506
1731898334,8.238003622312677
1731898335,15.567445404906408
1731898336,12.284962655796978
1731898337,19.955829758746287
1731898338,14.673996702919732
1731898339,12.680018945442868
1731898340,16.307042863494395
1731898341,16.197591262266386
1731898342,5.1950272071274135
1731898343,7.645900786933362
1731898344,10.831978112668557
1731898345,7.277527594203846
1731898346,19.106913512824818
1731898347,15.590806693792988
1731898348,16.72571162869952
1731898349,7.3392301039811905
1731898350,13.30087069729623
1731898351,11.349964056097722
1731898352,15.80518864299116
1731898353,15.053972137079224
1731898354,18.59533361700239
1731898355,4.773804186621884
1731898356,7.17257603477991
1731898357,8.226206015384692
1731898358,2.5985590519134765
1731898359,1.7672805507352907
1731898360,1.588300348603925
1731898361,3.894600983604769
1731898362,3.967147631349316
1731898363,1.786675478287433
1731898364,1.8496447953784707
1731898365,2.150689180272677
1731898366,3.175024802320598
1731898367,4.943113194060622
1731898368,2.4060078584764555
1731898369,1.3088948006536727
1731898370,4.378373850765303
1731898371,1.2487494848341951
1731898372,1.4852688562482177
1731898373,1.0289271580829356
1731898374,4.251473852090076
1731898375,1.2041246314687033
1731898376,3.455559311908229
1731898377,3.7999074731627975
1731898378,1.0373078939974674
1731898379,3.339254806663515
1731898380,2.262426198971467
1731898381,3.6073954441200153
1731898382,4.246904291220305
1731898383,1.1607461271905533
1731898384,4.4647813138376655
1731898385,4.937119893812783
1731898386,4.993670462831314
1731898387,2.5677700434780637
1731898388,2.24053076326192
1731898389,3.311669261032949
1731898390,4.759820640953738
1731898391,3.426523710441126
1731898392,3.0023737097839867
1731898393,1.8606558099695278
1731898394,3.534770325496125
1731898395,1.468321415275399
1731898396,2.0884996261842397
1731898397,2.1168148446753414
1731898398,4.48615939274311
1731898399,2.092747624660905
1731898400,3.3654884422966087
1731898401,1.9760057913769775
1731898402,2.763253202333954
1731898403,4.196868038600732
1731898404,2.1304212657857624
1731898405,1.7724920547754972
1731898406,4.301396194384072
1731898407,2.7432126518098925
1731898408,2.0452508984982005
1731898409,3.145341751461479
1731898410,2.9285633601090995
1731898411,2.315927439926243
1731898412,4.262496033543264
1731898413,1.9747996827841745
1731898414,3.634471271483245
1731898415,2.9835349793508286
1731898416,3.899248742891593
1731898417,4.595829401012482
1731898418,4.662452760401404
1731898419,4.099663110033304
1731898420,3.8086223489584135
1731898421,2.1206501935876485
1731898422,4.0972020134556235
1731898423,4.405200718580009
1731898424,3.671950449243252
1731898425,2.216848077849561
1731898426,3.4186555858375884
1731898427,4.96100299293774
1731898428,2.833601104226909
1731898429,1.7474383846260553
1731898430,2.8713608304265943
1731898431,4.691707334205971
1731898432,3.9679267527991136
1731898433,4.256654198125878
1731898434,4.789554982487142
1731898435,2.6700279303738608
1731898436,3.2566611303233004
1731898437,3.4566839489029024
1731898438,1.1516033925339721
1731898439,2.571096073977804
1731898440,1.5500168330762691
1731898441,4.36499212601165
1731898442,3.591673337528529
1731898443,1.7780644591709813
1731898444,1.1441476873047178
1731898445,3.2041459356252093
1731898446,2.5755114635381853
1731898447,5.543973133323808
1731898448,5.124811127629023
1731898449,11.24280885507264
1731898450,7.388590420276291
1731898451,11.851006742940143
1731898452,9.931134600952507
1731898453,18.361049679107182
1731898454,17.17744777014935
1731898455,7.970449535259586
1731898456,13.12074453545359
1731898457,10.675496591397124
1731898458,10.88779623993388
1731898459,6.042807066631344
1731898460,8.654140153519522
1731898461,18.09826934217574
1731898462,10.177822237803488
1731898463,19.31228795671624
1731898464,4.876451783050477
1731898465,4.789411162173479
1731898466,15.96017499980451
1731898467,8.087711817094574
1731898468,18.343073675110368
1731898469,5.764271576857473
1731898470,9.371816980192792
1731898471,10.524053655992697
1731898472,14.768460694347498
1731898473,6.002773282109292
1731898474,11.886103114590433
1731898475,11.690570523756934
1731898476,8.35862224844117
1731898477,4.613360763462847
1731898478,4.171968274177222
1731898479,2.62830958567942
1731898480,3.697671185686097
1731898481,3.8425886405342826
1731898482,2.136612264413765
1731898483,2.1012499575947934
1731898484,4.338916945749228
1731898485,4.560116168815698
1731898486,4.568298771481047
1731898487,4.273884492244456
1731898488,1.0501398116990375
1731898489,3.5201989853686126
1731898490,2.8061381214824084
1731898491,3.795387915105212
1731898492,2.402661753622158
1731898493,3.1716850200649
1731898494,3.107964689916673
1731898495,3.852073681312758
1731898496,2.2865976005517754
1731898497,4.421647292386146
1731898498,4.535423607879702
1731898499,3.021414296321373
1731898500,2.1599757572404803
1731898501,3.515830238047503
1731898502,2.1968472623422333
1731898503,2.850965801044553
1731898504,1.8670182426638804
1731898505,1.9735296792083608
1731898506,1.1029889411483738
1731898507,2.453151140788158
1731898508,3.9326152847036098
1731898509,4.255144564097507
1731898510,1.976834320793039
1731898511,4.634464015097379
1731898512,2.5992029849403333
1731898513,2.3745932607858515
1731898514,3.725165268340212
1731898515,3.4146133289946197
1731898516,2.8923947885955763
1731898517,3.805827595174692
1731898518,1.0863825172023387
1731898519,2.2762840725556903
1731898520,2.776530612454359
1731898521,4.798350050893325
1731898522,2.819537287836924
1731898523,4.904191493745287
1731898524,4.884246671794688
1731898525,4.819487622339277
1731898526,4.4710708265091075
1731898527,2.5711050296391194
1731898528,4.9174911701060235
1731898529,1.1757131429810057
1731898530,2.6420283308845125
1731898531,4.954429873836766
1731898532,2.008429345912623
1731898533,3.7044685274311453
1731898534,4.791962264751108
1731898535,4.970046997943745
1731898536,3.490285148332711
1731898537,3.834250026039927
1731898538,4.832709544821503
1731898539,2.2416151578954513
1731898540,3.3281268132524233
1731898541,3.639635479763152
1731898542,4.1788725987837685
1731898543,4.2777768343402744
1731898544,3.3329973305881295
1731898545,1.262887344926392
1731898546,2.1286228609324263
1731898547,2.5079596760422724
1731898548,1.3476265353808818
1731898549,2.7644282821051056
1731898550,3.8928717181604577
1731898551,3.654103303193305
1731898552,2.454139151098059
1731898553,4.914107878971105
1731898554,1.9272738724324743
1731898555,3.5921573769156243
1731898556,4.93515491137768
1731898557,2.8905736032779434
1731898558,2.7330297102864107
1731898559,1.7468560163873903
1731898560,1.0410385566148577
1731898561,2.1322910431829736
1731898562,2.991592101187837
1731898563,1.7366273060859698
1731898564,1.426369641260377
1731898565,3.1750835785852383
1731898566,4.768077196341719
