timestamp,in_rate,out_rate
1731898267,16.69414758921293,24.721643415206927
1731898268,14.56503490240739,11.065126008429374
1731898269,29.501039548307755,20.52786994452459
1731898270,10.678487562393872,17.027945104682395
1731898271,24.279238636051012,16.423921609085387
1731898272,25.233349817094286,13.949851919386834
1731898273,29.50078243072083,20.48951211881125
1731898274,18.495979157354405,10.074267035852294
1731898275,15.58012617158855,20.255747455491928
1731898276,22.08670033687856,14.194312800901784
1731898277,11.434529002621783,11.011684565484954
1731898278,29.97719093153601,23.17176427230205
1731898279,26.894230565655835,12.092860926470426
1731898280,19.963890733399655,10.786047894716464
1731898281,28.488304407948128,8.13924429373211
1731898282,16.334813509712596,18.216352397483675
1731898283,13.56525249710701,16.777743092268103
1731898284,23.104839316808054,8.242313162301537
1731898285,22.501930014925144,22.63126158984891
1731898286,20.156683803509516,19.03426198698665
1731898287,22.3587598578253,14.053505116992193
1731898288,14.95692857878202,19.602651878979103
1731898289,29.232551601314587,8.522156292503706
1731898290,17.344142778921196,23.147795608246675
1731898291,16.882991969883257,20.742093855559066
1731898292,22.549488871873326,22.72909962013778
1731898293,13.798282907596153,21.967298734767052
1731898294,13.844045552042774,17.51480016826001
1731898295,17.279033645128997,12.391067587848683
1731898296,29.161456484064395,16.787003143466407
1731898297,20.76180771756384,11.922188920890324
1731898298,18.22076985878473,20.585157295214344
1731898299,15.80224318155556,12.023524411729346
1731898300,21.520038252455723,15.372221630087813
1731898301,14.478469528805055,13.170852878359845
1731898302,20.13936013362664,16.94411895115979
1731898303,20.432101094349687,18.06747075610314
1731898304,23.9651080831621,24.665860422463233
1731898305,16.064269228422738,23.513452588611614
1731898306,14.645158808914875,14.3995937809409
1731898307,17.244112020788585,8.206122805831262
1731898308,13.795765594226205,12.4475125502392
1731898309,20.93071286521704,10.755187107714807
1731898310,16.913018909687672,12.849777798774996
1731898311,17.257064542773602,23.71506897563252
1731898312,24.89972848852709,20.215745805434924
1731898313,20.743793011564446,13.229889609951694
1731898314,17.535950503680148,14.354143569226828
1731898315,24.74618760346597,24.07860946787104
1731898316,13.67817504985059,18.23549913380161
1731898317,27.342935746568504,11.383258006223926
1731898318,25.793147689230363,17.5792942196936
1731898319,25.12670720535078,14.115338402267273
1731898320,14.79728471302254,17.2084621724768
