Time CPU_User CPU_Nice CPU_Sys CPU_Wait CPU_Irq CPU_Soft CPU_Steal CPU_Idle CPU_Total CPU0_User CPU0_Nice CPU0_Sys CPU0_Wait CPU0_Irq CPU0_Soft CPU0_Steal CPU0_Idle CPU0_Total CPU1_User CPU1_Nice CPU1_Sys CPU1_Wait CPU1_Irq CPU1_Soft CPU1_Steal CPU1_Idle CPU1_Total
1732813732546 12.647346914359147 6.324454868667026 10.922963196993205 11.413516540517765 9.1519103219155 9.793927941329239 5.981879403549433 27.13978738754239 69.93874365261058 13.899090949107311 14.654825257468843 13.465404248892167 14.133308581557747 9.212899929759326 7.3402377113961155 14.158920295081131 20.326625879705258 61.93312376801413 8.674420196998463 10.487372662514485 11.470671481286185 14.192718585805999 14.375314625707018 10.3419026130719 9.585711598080989 35.5035945818162 60.51002598508139
1732813733546 9.416888239858583 12.686805990363714 12.65795873396341 13.286219928211274 5.914302422329406 7.002815816244397 14.23304708120699 32.653571460105724 65.14360218506127 13.121018997015634 6.489695792562764 10.335529988739527 12.191567191114085 6.958007291132167 14.868428234119012 8.633986338245943 39.04154286974142 70.84507481640865 12.642913399225801 11.682598673012226 13.27827500891657 8.864254777322575 13.991302009368681 13.56182058593997 6.424608551632175 33.801989092203755 66.19419588277023
1732813734546 6.506373843457613 8.176069485935182 11.921652756739974 5.624493135487814 11.454631698600215 11.145502157012146 6.740986987884568 33.898984026852425 62.51706358642636 6.7571910387031355 10.851146852127814 13.588878706610277 8.750354372863669 11.070028132459319 10.010647151434258 7.52143698185175 26.128231124972338 70.23481635277244 14.864115571578328 13.467352260589248 5.841767976726876 5.726363367816189 7.269943622399505 13.143456511319998 13.745050218435907 22.50181344998942 78.13287050693097
1732813735546 9.799236042691442 8.835094558934987 12.378950566650426 11.276929116173607 9.997158431279956 7.282684570674956 7.446507090051885 27.601903303407934 64.92849109592899 9.305374210192065 6.177834928653479 14.806898037484114 7.41578166975959 10.757560165314374 7.443809340455499 6.073857356498608 21.383420890700116 76.79760075173155 7.695302564630179 9.412165241864482 12.317561368239724 9.580295968040954 13.992167964563023 13.909113731746933 13.337456537485497 25.15315344962768 63.41482184661849
1732813736546 5.641118972416026 5.959165957487434 14.338594246867785 6.734324377540897 14.62899936574342 12.500912929282833 5.818931893009106 38.75371300696666 74.9409715642933 10.391644977375687 6.772988140511621 13.55758840860011 11.465446692278746 10.15332596446456 7.425783848639539 5.817472627447819 21.641070719083014 69.59462207199466 13.392203004491284 12.130090572729632 12.971072449634143 7.477214776252539 14.65109530444789 14.75326803047735 12.124588595162717 33.97349883667107 71.2405844956031
1732813737546 11.49503772818601 12.96295150338769 14.057985542824031 8.743235879654598 11.488379521701393 7.17552006909238 8.646720671780397 38.538549702478974 79.0808399072749 11.83358747912631 11.973240617001856 10.68031973142022 10.587647196130415 5.579748783355525 13.83786814929726 6.550763217195872 36.20589547479464 77.3996414945187 6.8700415388993346 9.25520007131934 13.469659115486387 8.79185059776 9.657384040132728 5.072515441696578 9.099254754379903 33.25228156069056 64.91135065374507
1732813738546 14.719750007922254 9.355554263883427 10.299871427582724 6.409178461435198 12.616472263204752 13.079469582859202 13.110335817022353 20.08445812278311 66.18489753582794 14.212934823590203 10.329498626972496 6.991984913384036 9.9976130316964 9.922837624377001 6.631209788976199 13.929755578109525 27.89102668783748 64.75540350266711 13.009111528701812 7.143677555603882 5.372975662447695 6.340035786957588 14.114675304288761 8.425640144369865 13.69732846968412 31.06916677482387 69.22440555847821
1732813739546 8.261248517832659 12.183104553555744 11.927153767513161 14.493754236579585 11.812746953024888 12.82065960357812 14.24460659814976 34.401756009504325 72.84804843012166 8.563479353240258 8.902309305158814 5.613798078293825 11.156524583884028 6.658834098470933 14.52297857169479 13.788868123795307 28.690513506377766 74.31851352733266 6.553121311311431 8.34250067396857 11.290287581721602 7.339596090514551 9.680153372402298 14.706105389210457 6.847659192875673 26.841304996379527 79.82301044820102
1732813740546 7.751373820494153 12.552174936907694 8.058362321228554 7.09382637683661 11.070564157036614 14.665487734341268 5.457148885496172 38.40415171302813 77.16028787583306 7.2765766076504335 11.724253070899412 11.327228780487502 9.005352541509733 5.42452656212385 8.019953786316433 11.685341457889571 24.283768004893055 64.13648728547501 12.796680143724195 11.647727133280284 7.916032438288859 14.94838910093179 5.28894814128256 10.723443468888588 11.350383588956106 36.71390979609481 79.63928238357475
1732813741546 10.076311405540116 14.580054725599783 7.4303979414842845 8.915827028846927 9.351821288621686 13.948665301352403 13.735591609767692 33.96438825810957 64.2947135581156 7.310003605729087 10.265646139500314 13.158591457813921 9.228935144552079 12.598940836862472 10.645248548543407 13.70091839065838 32.94809429179298 76.11525197098713 11.670708559896948 14.245343382141959 5.368672552378889 9.079046427448635 5.048855236594822 11.953370959226966 9.43475064178277 28.342702676855964 64.49377116832146
1732813742546 6.056236083339223 10.049557701683506 5.1005008030720775 12.333227637952247 7.7425067866371835 11.575216596672883 10.429939518587146 23.257085994116956 77.83725459775975 14.076882444172691 7.9595545760682915 5.430183134293438 14.400110173889553 12.489941472329388 6.720529867659119 6.545427288335341 31.540116833920834 62.2391375046973 10.207890137751757 13.384791169196657 8.858755599780167 6.872898059968406 11.064774321667166 9.590348929785783 9.187928253400873 31.66363613580209 60.17268808090399
1732813743546 9.102484114459918 13.29921005001575 10.292561045288043 12.8528909724374 12.071973806084145 14.95850245967935 14.395122596858968 39.43087579117302 70.10446503547134 14.979118781522098 9.282536488602677 9.128877771602937 5.847103517462711 5.49348973332485 11.752058548171435 14.149834833221707 28.195736288987312 61.0393975436962 7.238649644939361 11.384411082954076 13.226572498783714 6.895760089282284 8.775038995498754 8.9902620711924 10.508206097644267 26.287003936478406 63.69696626581555
1732813744546 9.652758544301726 8.666327569475438 10.175520310681758 6.74764067890753 10.377771987623532 10.009967129763151 11.513605726895307 33.726070135931415 70.5897546578178 11.697043112514207 12.420920809937755 5.99168895326896 11.365396912134022 13.032351949206703 9.171037854170526 13.248839219676867 35.748983331075245 71.88082073176875 9.722702493465624 13.09841308680479 8.621853044239163 5.91328880226884 7.020841177375359 6.49415605593544 5.890386259868353 31.212616281070137 69.40825717414288
1732813745546 12.316476514868576 11.507231396973454 11.81684236786408 7.4828967271087325 5.116909725403078 6.490724189484363 10.755034013206226 36.078929621876085 63.04545707826525 14.610672210223077 13.89842896272803 13.991463823529585 8.200457226259072 5.070346673183415 12.942278862129852 5.57298387620952 21.678531419218274 60.55818762514994 6.586005645921683 10.424094114622484 10.865207598625108 10.91906703193768 13.792614872522767 14.635405444781929 9.04630924912344 33.20959213964923 68.83164210347825
1732813746546 11.923473311216725 5.653512968320452 11.824171458278707 10.850693349214199 7.735464102680403 8.19280524582856 13.293590785518035 34.464364615067964 63.39296834084176 13.94938588923631 7.789156284585522 14.735037452690193 11.036308745769084 8.024370387904472 8.33999815305529 9.197519762264594 35.72557199294627 79.2715046346471 10.994033063524764 8.27770283571569 8.167746635510696 13.292630648039042 5.6030054899058985 6.1571161470072555 9.822868986032148 35.20690847046596 69.62978293010391
1732813747546 13.472847202354359 11.956601029211484 6.000863902350467 6.003674258652697 10.793714435628617 9.206730426944914 6.270196586359208 27.300968713912724 60.290897852319226 10.800873853801304 10.701679618110107 6.956787356584045 12.397279594988996 13.5039520586923 13.186417573030665 12.632751117848095 33.546876765868916 68.31846390708975 5.066628379538988 8.402798979773193 8.094114161110818 12.627067839725278 11.917848034939457 13.76615387873678 14.713882481571614 31.46293891852508 60.15152316805519
1732813748546 7.678960700609851 10.618975821124303 6.888105690148106 6.066696573941334 11.645581998209451 9.658871660342765 11.449293026098264 32.90712200065953 70.7411757063051 6.607858788621304 13.186864569536885 9.097905831400102 14.098465748302964 10.193364360993733 10.739574160918671 9.757389199664393 35.69749269812333 64.97970383332796 12.270003192774096 13.977388773562993 11.231819467338282 14.539045714001155 11.552017932406368 11.596261677610114 11.450846583667456 29.29345643594183 70.65362858174002
1732813749546 12.179887421537357 12.133080383187666 6.976403703078617 7.411953856226031 10.387415988743225 8.921797127182973 7.676781525324268 36.05539468120416 69.79978287809297 9.006750160153205 10.684649412892632 10.13714916000379 8.59812869431277 5.467741094514721 9.537794029700386 5.266526532658595 31.37164602928496 78.66585171366118 9.029364679203235 11.494040465430558 9.799302342477544 13.322807406943776 7.6527380453834235 11.998186794717167 14.394263719353216 24.50842126089313 77.40645346538693
1732813750546 14.59057562473425 5.852666413249095 10.465338442013309 14.231587940159603 11.222847143017088 13.1382127023723 14.63849995182024 27.88578308626075 72.20112887280581 7.285564036724405 10.517294597218504 10.492806990403466 11.317616508409145 7.39878344754165 12.201817833990187 6.847016983148675 34.53412442262105 66.43041633722764 9.108761633419007 11.764775571088588 14.24391943959577 8.759619694199362 7.617209807882262 13.706244782062047 14.519422522477718 30.09203696092704 64.20653321777009
1732813751546 9.409762015497996 10.603666145534081 5.5352936064456895 10.723155792403949 8.44264696172825 9.845788101180524 14.478103027231318 30.910257724411426 69.41480829034634 13.55452046235258 12.295287679450588 14.782980887113181 13.285812942603147 13.231676525553747 9.288257898787311 13.702719284211826 29.946130729196305 74.22036863582913 9.20162311854549 6.950750899849082 13.014108493914598 8.571593048315005 8.828947072473582 9.654443270128667 7.141041882932696 35.671871381489524 65.5327111486448
1732813752546 11.558912791475016 11.149825747754567 12.22849169553984 13.034669977929173 7.7412376163410705 5.58247467161306 5.4230070521406 37.35929622319337 64.77882144103611 5.932946983221525 9.204271685926678 10.405147706582632 14.717755809913214 12.100812479703084 13.51506523525306 5.462563890617002 29.321933818768777 70.6075478083152 11.423211081948903 9.121551625671213 10.903709022444596 12.972525010355975 10.29104715711285 8.762690373405126 7.3047848633003465 21.613147858356328 62.335325550754376
1732813753546 11.991622437221405 14.171038073610243 11.613409212772403 14.580503310005431 6.515245648507304 14.320619016135629 11.773326747691945 38.807478658582156 61.11465218793368 5.850536958200632 11.217055661681608 9.562308479598766 13.1303002435818 13.196327829999397 11.401073499735675 13.233583659174991 24.25215718201045 77.32878728802709 11.09787804600373 8.3485045074121 13.852030662262031 8.197580004743575 8.54008716245167 10.132188031713145 7.54097393669054 32.490717222204125 69.95827529550624
1732813754546 10.00565015868163 9.752148267404781 9.862796666579655 14.71287827250123 8.702400382861464 13.4493271127823 13.773733610502125 22.42775166662943 75.40579625790873 9.171744634731478 12.036975308181413 13.628942681828333 7.420411447754537 8.1723464066266 6.128270218406199 7.91862866218398 35.174584142540816 74.68026935248416 7.06047774518092 9.453365902399982 9.778391269208946 12.879553637902646 11.010963199064225 9.698389557123104 8.209881288653133 35.53758657229892 70.22264842928743
1732813755546 11.046945039421008 9.74321379455193 9.031848845771453 10.427320357510123 5.430695610103422 14.840050892435201 9.838451582509892 33.00129910982366 69.47042029940741 11.503444282807147 8.898290742846104 13.117090676667981 5.704444959596199 11.731597243477214 6.5843609607470635 8.138219762756243 20.164892130703652 72.82133960965652 12.123872000507218 5.3799996479348255 13.968211988310847 10.433695189200641 6.248646151955489 5.9338267317742055 6.850517075518956 32.474445308589075 68.61742036150414
1732813756546 14.230259099312557 7.436048342781749 11.56596793101713 13.686906787738364 11.92028735593453 6.895228079163738 8.18982853538229 33.7982376868644 65.81003359878068 13.203948878300942 13.136260046842825 10.741135031507765 7.139367105721073 14.030471287155565 7.165111664899544 5.4923349604144 38.17733286702202 64.77785050724506 13.39546028225863 9.588781869334316 12.416753658000388 8.70915021108088 5.737468878055813 14.89073558909672 7.840049930108873 23.351780596619875 72.25624271767416
1732813757546 13.767984575817678 8.342332808455494 8.286338792287687 11.27340881249544 5.481976455881545 7.144838792230775 9.840587101593192 35.637397007300024 67.40004528089187 8.818602320456591 7.5438113813202845 5.1550206810430765 8.51403987233472 7.090530518629391 7.544245002447809 5.73788764636941 30.93648141138182 65.3783420562419 7.819449742109599 6.4115333434663775 9.239979360683783 7.9366393649264 12.933072002852438 9.919016335817021 14.484161803992219 27.69286003398395 74.02663001901391
