Time CPU_User CPU_Nice CPU_Sys CPU_Wait CPU_Irq CPU_Soft CPU_Steal CPU_Idle CPU_Total CPU0_User CPU0_Nice CPU0_Sys CPU0_Wait CPU0_Irq CPU0_Soft CPU0_Steal CPU0_Idle CPU0_Total CPU1_User CPU1_Nice CPU1_Sys CPU1_Wait CPU1_Irq CPU1_Soft CPU1_Steal CPU1_Idle CPU1_Total
1732813732546 6.448582491443356 6.785148509092943 9.452513254708999 10.04507270501431 9.112095311092963 14.486837235840156 5.1981909404274305 29.176167850111874 71.37439640787228 11.304037300588593 12.258717403133868 11.670868409185886 6.028091453464603 7.883054181445103 13.99162585499132 5.6398802486050394 25.57883720798223 64.73219933409636 10.283881806808141 14.880106398312126 8.180175882332474 11.494658676634273 14.191533678063035 8.799705141873961 10.334744251821633 26.501355157894622 71.82772858849684
1732813733546 7.253853403710662 7.543425340793472 13.262165480989848 13.51023265189584 6.5209140879761085 12.066490250791453 6.105992881461165 29.58627021627789 62.68256800903548 7.002207186282307 11.830861228405851 9.461808145531458 11.475234124524118 14.846471049470109 12.984258837544889 8.183497787981747 27.90861225309012 67.97032713817151 14.415509403925991 5.642271186608802 10.21303129258591 8.703190320364461 11.346580613733384 10.93140097347382 10.256767014460287 25.787615920148944 72.22466816563696
1732813734546 7.288978899796856 10.867891398507172 6.680544065094446 5.6106916812939716 10.410979247181572 14.687214367088636 5.254838916626197 30.018221215828486 79.01958165849314 10.87527909241704 14.746041326086234 7.6275015295274375 9.156489921227836 5.251430041387961 8.266932161022796 9.315633868070924 36.402041690656745 72.5927737997119 13.787028353680562 11.755007407229051 12.500245468122355 8.548955889622386 11.571445887592708 5.730672363339383 13.522298591200679 34.559190282708855 68.97789995490416
1732813735546 11.857167924035792 6.86511332803351 8.136038858656672 8.119680644604305 13.68769611909649 14.085332116582158 14.332399842184882 21.092787612854583 73.20845213242914 9.834297072799739 13.089530624438467 12.450707335814172 5.995362422324377 8.495683746902197 7.001662466143637 7.970426185151004 24.57806340926662 66.04451792001248 9.407754124297618 10.527562129856173 5.665997666834459 7.089984616102418 5.815949270155338 7.151170999815176 12.162638300785504 21.242692199625722 73.62422758425544
1732813736546 11.919143950700137 8.791649167452798 11.68806704059081 9.11867225020164 12.06741652679577 7.041338164007173 7.999655053734632 26.108400001858953 70.36260992135317 13.25880907653263 11.810044671280068 6.394673743661481 7.167448176088994 5.925109792928245 6.4530784470577185 5.194118332325686 26.590562131672527 70.90544610730524 7.268397256620739 9.195577846614984 5.972041299483221 9.282246352576575 12.800802130269204 10.04947005562671 14.332411897957925 20.648447979943153 72.96741981462543
1732813737546 9.406252244528144 9.662400764224975 7.458274480723528 7.808403392918412 8.108187134806599 10.59752715729318 10.002532202756322 33.6223038545717 64.48477697376661 10.984480610294717 11.919100771391278 11.354454094204492 13.974525527245486 11.747713743175385 6.253626844450365 13.644166815386793 36.27752213983123 74.6668189581923 14.272213568471937 8.773588397776273 5.912340901400065 13.432887215847346 8.476971095874102 6.593434246995763 13.600135782324696 32.365123971148975 76.21048813338084
1732813738546 10.40101407343689 11.096511117151278 13.816677568060417 5.47660364731607 12.638947366819815 5.68691890761531 8.874264685813271 33.06646189262399 66.9152196435644 10.236035364418623 5.344744390345689 5.326664340245921 10.561658757114472 6.868178281659501 9.277986191610047 7.528067641042771 20.499685985062975 66.08955891532001 13.918758206650372 14.106816883987694 9.812602531589723 12.196373304141757 11.212601527024749 6.282371445209483 14.474866411333052 29.28342129908075 77.91174370990893
1732813739546 14.295197978758974 6.643342760839306 7.3529258792373025 5.550334060053682 10.72081515093766 5.41124142708588 7.655294113478648 39.17978859031583 79.45986405610266 8.398064285465601 5.3608095348378 12.472013751281505 7.641592576846535 8.54049631526302 12.762586248237803 14.234362956067383 37.900501563838475 70.84012566320088 5.5780422233536955 8.548518746223595 11.516657732077505 9.286153871313374 12.172318650521987 10.109523711718051 14.527685555867157 34.28041732305654 74.23905384510823
1732813740546 8.514279297484869 14.47911174729951 12.314796054850394 5.738035925635124 8.13244852376878 9.461735819344938 7.995865248318852 24.66571264809748 71.69819534251906 12.761779461625649 6.43206015166807 11.33628551623919 13.948462491319768 11.71162679972814 12.38287602882409 7.343146880905445 35.61180247258381 65.94574924525254 11.456697287331206 14.056960940402922 13.869104300231882 7.729264145336263 13.395423564123565 8.316238124363444 14.588653206478218 38.966523871602845 62.872518128003136
1732813741546 8.469074845851894 6.77068177495762 6.83266092913997 14.798437657668462 10.782760498337408 14.94863383945481 5.924127244157326 33.80725050548898 63.12480265705275 8.502457446880367 13.825250847765478 7.481223486507416 12.699730292212482 10.77916394703215 11.76429890857576 14.792736526369104 22.050001807459594 67.27656841043961 10.04812750639018 9.753329858601266 6.219860915983445 10.329531315215117 14.165145557548739 7.5575626009436885 12.88099085316496 23.027852435001456 72.35210235989909
