Time KBIn PktIn KBOut PktOut KBIn_Rate PktIn_Rate KBOut_Rate PktOut_Rate
1732813732546 512.5610233413731 2004.784979812312 112.78889282956553 1130.4219158477517 314.09185364073574 1440.3182169081151 74.43946509690991 2466.898723736636
1732813733546 192.621515205053 1327.4378004547298 275.8434629762438 2968.4764498508703 371.18505799382194 747.2774935301919 445.9530780747037 2244.9690469464203
1732813734546 498.21112597705115 4814.465377096872 918.4590237369289 2918.6258058696335 350.14606226399343 1688.0237022803328 327.28193960153243 506.2307343463487
1732813735546 647.2058143744971 4811.017827404724 522.4373291098054 1771.3085395886274 209.93690754564784 1021.6620762960996 135.52242039252314 2288.1339237077736
1732813736546 330.93173868202075 1227.1857462616852 242.2536982103455 2520.7647689364717 421.4268623630674 412.56788757702583 274.90217561621324 1619.954342472202
1732813737546 716.9324029960853 3888.115236581966 404.3392421166063 4538.628423647318 389.04842190385983 2081.6269160707025 278.3394284717282 2351.8500726021193
1732813738546 735.37123934631 4738.883142764318 995.4880421919329 1620.6142379565144 412.48222302372506 1247.0212985122575 398.4447059008701 531.2338706274707
1732813739546 688.7795975093087 3920.047848836724 808.8336492972379 4706.471284922247 74.17140118056295 643.5572050993264 479.644368053404 1236.0310435032748
1732813740546 335.6228173072943 1488.9199612074397 914.2184876543694 1499.2696587122955 266.5201867359377 2162.038177299959 361.1465188983985 1238.689473567706
1732813741546 685.3607295672763 3277.35081032475 772.2324369506508 4145.263946042616 225.90298187225665 405.37182372357285 267.88027481211924 811.1937292988836
1732813742546 643.50755187856 4574.619612838804 405.0520496309474 3578.1771795689638 429.9070314466963 606.1068544290204 446.7940236576325 1458.217856659438
1732813743546 513.301215220032 2028.4931332089373 397.6271154303968 2128.404914213266 361.2147436807516 1635.6519719071582 241.69025175509253 1632.869590127139
1732813744546 672.1140207557382 1746.0600638657554 241.3244903029772 4994.178793430547 243.45825368472063 2467.1708954366045 284.42014597302705 2059.303731482239
1732813745546 404.27112154244094 3929.2670908088908 164.07341513678804 4405.307739324353 394.5767662082301 340.92578867335925 224.36835562259975 2040.2070033547354
1732813746546 111.2961046490469 2131.582634150007 722.0928861877168 1718.8245697765144 52.43196076485741 462.1915315014953 347.9131909356407 828.5567719508083
1732813747546 927.5339012483057 2808.0662238174887 982.4207870627034 4637.823683634387 342.035862738145 1763.5587711580251 464.6855334407738 1540.3204314009197
1732813748546 118.43530136130957 1048.2141670523301 806.3907482308969 4107.450223550408 309.57370217222297 1017.9649152957772 161.94070682322035 1537.138743989403
1732813749546 413.78938711519385 4406.008043324315 677.1253089457599 1237.3302524143446 210.70553223654665 2421.86310204845 318.0616419640632 2124.2995162194884
1732813750546 652.6861237109258 2111.2018149094138 668.1941563877338 3317.7632974073217 491.15503559479725 1349.4548684227889 168.95192739053456 681.8712194465775
